Flow,Rain,Day,Speed,WT,DO,BOD,COD,TOC,TN,NO3N,NH3N,TP,PO4P,Chla,time
86.14,0,1,0.15,25.3,6.5,3.9,5.7,4.2,3.169,1.88,0.759,0.154,0.131,5.2,1676
40.93,0,2,0.07,29.7,7.9,4.3,7.8,4.5,3.472,1.736,1.073,0.18,0.102,57.5,1692
32.11,0,2.7,0.05,29.3,7,4.7,8.2,5,4.24,1.457,1.658,0.11,0.038,45.3,1697
120.69,0.1,0.7,0.21,28.3,6.1,4.8,8,5.2,2.511,1.316,0.54,0.218,0.101,24.1,1705
187.17,0,0.5,0.33,21.5,7.4,3.7,6.4,4,2.218,1.313,0.378,0.172,0.11,4.2,1712
97.15,0,0.9,0.17,23.3,7.2,3.1,5.4,3.3,2.545,1.613,0.489,0.144,0.1,6,1718
33.96,0,2,0.06,22.7,10.9,4.5,8.3,4.7,2.948,2.037,0.365,0.091,0.03,71.5,1725
22.82,0,3.9,0.04,23.5,13.5,6.8,13.5,7,4.192,1.773,1.247,0.083,0.002,230.8,1732
24.66,0,4.1,0.04,22.2,10.5,5.4,11.7,5.7,4.236,1.761,1.137,0.094,0.005,184.4,1739
13.02,0,4.2,0.02,21.2,13.9,4.5,12.9,4.6,4.549,2.054,1.105,0.113,0.007,204.7,1746
9.33,0,5.7,0.02,17.4,12.6,4.4,11.5,4.7,4.308,2.144,1.018,0.093,0.001,143.3,1753
8.48,0,5.9,0.01,16.1,12.1,4.6,11.8,5.2,5.857,2.397,2.375,0.109,0.004,116.2,1760
8.53,0.3,5.8,0.01,16.3,9.7,4.8,9.6,5.2,5.605,2.704,1.873,0.077,0,95.9,1767
7.88,0,7.9,0.01,14,9.4,4.7,8.6,5.4,5.952,2.71,2.149,0.091,0.009,61,1774
15.05,0,20.6,0.02,13.7,10.8,4.4,9,4.7,6.378,2.853,2.527,0.054,0.001,58.5,1781
10.26,0,10.5,0.01,13.6,4.9,3.7,6.6,4.3,4.076,1.34,2.235,0.242,0.189,13.1,1789
32.86,0,2.5,0.04,10.1,11.8,5.1,8.4,5.6,6.695,2.707,2.778,0.114,0.017,43.5,1796
12.27,0,6.3,0.02,8.7,11.7,3.4,7.9,3.6,7.083,3.311,2.709,0.092,0.011,54.1,1802
11.72,0,4.5,0.02,7.6,12.3,3.9,8.1,4.1,8.345,2.781,5.018,0.105,0.005,65.5,1810
19.815,0,4.3,0.03,5.7,13.5,4.1,8.6,4.3,8.616,3.705,3.696,0.121,0.002,68.6,1816
