지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2016-03-23,8.4,4.9,2400,15.1,1337,,,,,,,8.4,50,1906,3.6,360,1138,1.6,1369,-2.2,25,1231,51,5.4,1011,1023,2236,1017.8,1336,1019.8,12.3,8.4,1200,3.04,19.98,,,,,,4.9,0,11.2,1.5,,,,,,,,,,,,,
156,2016-03-24,7.3,2.2,641,14.4,1504,,,,,,,8.9,340,1629,3.8,290,1624,1.7,1493,-4,24,1430,45.9,4.6,1015.2,1027,2347,1022.2,1505,1024.1,12.3,10.6,1200,3.18,21.73,,,,,,3,2.4,10.5,-2.6,,,,,,,,,,,,,
156,2016-03-25,6.7,1.9,645,14.1,1449,,,,,,,8.6,270,1422,4.2,230,1422,1.5,1282,-1.6,24,1440,58.6,5.5,1015.6,1027,1,1022.3,1446,1024.5,12.3,10.8,1200,3.04,21.64,,,,,,1.5,1.1,10.1,-2.8,,,,,,,,,,,,,
156,2016-03-26,5.2,1,641,11.1,1536,,,,,,,8.5,270,1727,4.5,250,1616,1.2,1047,-1.9,29,1558,63.5,5.4,1013.4,1024.9,1,1019.5,1641,1022.4,12.4,8.7,1000,2.22,16.7,,,,,,1.5,1.5,7.2,-4.4,,,,,,,,,,,,,
156,2016-03-27,7.1,1.1,540,15.3,1520,,,,,,,7.8,320,1714,3.3,320,1716,1.2,1020,-3.9,24,1404,49.9,4.7,1012.6,1023.3,2359,1018.8,1535,1021.5,12.4,10.9,1200,3.03,21.83,,,,,,.4,.4,9.8,-4.4,,,,,,,,,,,,,
156,2016-03-28,9.8,1,607,18.8,1602,,,,,,,8.1,250,1851,4.8,230,1702,1.8,1563,-1.5,17,1415,50.3,5.7,1013.8,1024.3,815,1019.8,1614,1022.7,12.4,11.5,1200,3.16,22.94,,,,,,0,0,12.1,-4.7,,,,,,,,,,,,,
156,2016-03-29,12,6.8,514,16.4,1232,,,,,,,12.3,250,1450,7.5,230,1417,2.9,2477,5.4,48,1254,65.3,9,1012.3,1023.5,137,1018.5,1655,1021,12.5,1.6,1200,1.89,12.94,,,,,,7.4,.6,11.5,.8,,,,,,,,,,,,,
156,2016-03-30,15.4,9.3,641,22.9,1531,,,,,,,7.3,50,1322,4.1,50,1323,1.6,1349,1.6,16,1227,48,7.4,1010.7,1021.2,824,1016.9,1627,1019.4,12.5,10,1200,3.24,22.37,,,,,,3.6,0,16.5,4.1,,,,,,,,,,,,,
156,2016-03-31,15,9.1,600,22.3,1436,,,,,,,7.9,230,1651,5.3,230,1654,1.1,968,2.2,23,1601,43.9,7.3,1007.6,1019.4,1,1013.5,1609,1016.2,12.5,4,1200,2.85,17.19,,,,,,6.4,1.3,15,3.3,,,,,,,,,,,,,
156,2016-04-01,15.7,7.8,614,25.5,1435,,,,,,,6.5,250,1443,3.9,250,1449,1.3,1088,1.7,15,1352,44.8,7,1007,1018.8,2400,1013.5,1610,1015.6,12.6,11.2,1200,3.14,22.86,,,,,,.8,0,17,1.4,,,,,,,,,,,,,
156,2016-04-02,16.6,9.3,601,24.1,1304,,,,,,,7.3,180,1320,4,200,1316,1.6,1421,6.3,29,1230,53,9.7,1010.1,1020.3,2351,1016.5,1645,1018.6,12.6,8.8,1200,2.94,18.96,,,,,,5.1,.8,17.5,2.9,,,,,,,,,,,,,
156,2016-04-03,14.1,12.2,514,17.7,1231,9.37,.3,1502,.8,1602,2.6,6.5,50,2324,4.1,50,2327,1.9,1634,11.4,64,1208,85.1,13.6,1007.4,1020.3,31,1012.9,2400,1016.1,12.6,0,900,1.04,5.35,,,,,,9.6,4.8,13.9,8.8,,,,,,,,,,,,,
156,2016-04-04,13.4,10.7,2400,17.8,1547,4.3,.1,,.3,108,.8,8.5,200,1743,5.6,200,1748,2,1771,9.9,63,2356,80.5,12.4,1004.8,1016.8,2337,1010.9,349,1013.4,12.7,1,1100,1.61,10.4,,,,,,9.4,6.9,14.6,8,,,,,,,,,,,,,
156,2016-04-05,12.9,7.1,617,21.2,1609,,,,,,,7.1,320,1801,2.8,290,1733,1.2,1073,-2.5,11,1438,41.9,5.5,1008.3,1018.9,1003,1014.6,1656,1017,12.7,8.9,1200,3.37,23.46,,,,,,4.1,1,15.8,2.5,,,,,,,,,,,,,
156,2016-04-06,12.5,8.6,417,20.7,1331,10.43,2.3,1929,9.8,1906,27.8,13.9,70,2018,7.6,50,2059,2.3,2008,2.1,19,1335,55.3,7.5,1006.3,1019.3,707,1007.3,2355,1015,12.8,2.7,1000,1.9,10.5,,,,,,9.3,3.8,12.3,4.2,,,,,,,,,,,,,
156,2016-04-07,13,9.4,1,17.3,1326,9.73,1.5,331,3.9,314,16.3,5.8,290,1349,2.7,20,413,1.2,1067,10.6,69,1803,86.3,12.8,1000.3,1015.9,2355,1002.8,355,1008.9,12.8,1.6,1400,2.07,12.56,,,,,,8.5,4.8,13.5,8,,,,,,,,,,,,,
156,2016-04-08,15.4,9.3,622,23.5,1458,,,,,,,5.6,250,1556,3.4,250,1556,1.5,1274,7.1,21,1625,64.1,10.2,1007.5,1017.8,1030,1014.2,1629,1016.1,12.8,9.9,1200,3.32,24.05,,,,,,3.5,0,15.4,5.7,,,,,,,,,,,,,
156,2016-04-09,17,10.1,557,25.2,1554,,,,,,,6.7,250,1638,4.2,230,1645,1.2,1076,5.8,25,1123,52.6,9.3,1006.1,1017,20,1011.9,1550,1014.6,12.9,10.2,1100,2.89,22.31,,,,,,6.9,0,17.4,6.1,,,,,,,,,,,,,
156,2016-04-10,16.9,10.5,617,25.1,1442,,,,,,,7.9,290,1837,4.2,250,1649,1.3,1116,7.7,25,1740,59.5,10.7,1004.7,1016.2,2153,1010,1510,1013.2,12.9,10.4,1300,2.97,22.24,,,,,,5.3,1.9,18.4,5.5,,,,,,,,,,,,,
156,2016-04-11,14.5,10.4,653,22.4,1538,,,,,,,8.5,200,1905,5.5,200,1643,1.9,1652,8.1,28,1342,68.5,10.9,1009.7,1020.9,2207,1015.8,1,1018.3,12.9,9,1200,3.17,22.04,,,,,,2.8,1.4,18.9,5.5,,,,,,,,,,,,,
156,2016-04-12,15.1,8.6,627,22.2,1519,2.88,.1,,.1,,.1,10.6,160,1309,5.5,180,1313,2.3,2023,5.7,16,1406,57.9,9.6,1007,1020.7,137,1011.3,2400,1015.5,13,8.9,1200,3.02,21.59,,,,,,7.3,2.3,18.3,5.4,,,,,,,,,,,,,
156,2016-04-13,16.9,15.2,738,20.4,1744,10.5,1.6,704,4.4,702,10.2,7.8,200,251,4.6,200,243,1.2,1023,15.9,79,1749,94,18.1,998.1,1011.5,6,1004.1,1617,1006.6,13,1.2,1500,1.12,7.08,,,,,,7.6,5.3,17.1,11.5,,,,,,,,,,,,,
156,2016-04-14,17.2,13.1,531,24,1357,,,,,,,6.9,320,1607,3.3,20,1739,1.3,1080,11,41,1411,70.4,13.3,1004,1016.9,2354,1007.6,3,1012.5,13,10.1,1200,3.08,23.52,,,,,,2.8,2.5,19,8.1,,,,,,,,,,,,,2.6
156,2016-04-15,15.9,7.2,539,25.2,1429,,,,,,,10,230,1551,5.9,230,1600,1.8,1559,6.2,23,1312,57.6,9.5,1010.3,1020.7,840,1016.8,4,1018.9,13.1,12.2,1200,3.37,26.28,,,,,,0,0,18.4,4.3,,,,,,,,,,,,,
156,2016-04-16,15.8,10.8,318,18.9,2225,11.03,3.2,2134,7.8,1633,35.1,19,230,2237,12.4,230,2253,3.5,3051,12.3,56,714,80.5,14.7,998.8,1019.4,1,994.3,2354,1007.3,13.1,.1,900,1,5.2,,,,,,8.3,4.3,14.1,5.4,,,,,,,,,,,,,
156,2016-04-17,12.6,10.2,411,17.1,1547,4.38,.5,3,.6,1,.9,20.5,230,213,11.1,250,153,3.3,2855,5.7,42,2309,65.5,9.3,1001.8,1016.1,2342,994.5,1,1010.4,13.2,6.4,1400,3.01,17.01,,,,,,8,4.9,14.4,8.9,,,,,,,,,,,,,
156,2016-04-18,13.3,9.7,557,17.5,1409,.35,0,,0,,0,10.4,270,1717,5.9,270,1720,2.5,2165,7,46,2,67,10.1,1008.7,1020.1,2400,1015.6,348,1017.4,13.2,7.2,1200,2.67,18.15,,,,,,7.6,7.5,14.7,7.6,,,,,,,,,,,,,
156,2016-04-19,14.3,8.5,642,21.2,1522,,,,,,,7.8,270,1525,3.8,250,1722,1.4,1228,4,23,1557,54.9,8.3,1014.5,1024.8,1045,1020,3,1023.1,13.2,12.2,1200,3.51,27.16,,,,,,0,0,17.7,3.4,,,,,,,,,,,,,
156,2016-04-20,16,9.8,348,22.4,1325,1.52,.1,,.1,,.1,8.9,180,1747,5.3,160,1517,2,1713,7.2,37,1441,58.5,10.3,1010.1,1024.2,7,1013.9,2354,1018.7,13.3,4.6,1100,3.16,17.72,,,,,,7.6,5.6,17.7,5,,,,,,,,,,,,,
156,2016-04-21,15.1,12.9,2311,16.8,849,10.7,1.3,808,4.1,109,27.2,6.8,230,1119,3.7,230,1115,1.8,1520,14.7,85,1,97.9,16.7,997,1013.9,1,1001.6,918,1005.5,13.3,0,1400,.45,3.73,,,,,,9.8,6.8,15.6,12.6,,,,,,,,,,,,,
156,2016-04-22,17.9,12.6,555,25.2,1535,,,,,,,7.7,290,1523,4.8,200,1643,1.9,1637,13,28,1545,76.6,15,1002.2,1012.2,2349,1008.9,1619,1010.6,13.3,8.6,1200,3.33,23.75,,,,,,5.6,1.9,19.6,12,,,,,,,,,,,,,
156,2016-04-23,17.1,13.8,606,21.1,1450,,,,,,,5.7,50,846,3.3,50,936,1.3,1111,7.4,27,2325,56.6,10.8,1004.5,1014.5,2358,1011.5,1607,1013,13.4,0,1200,1.71,10.39,,,,,,9.4,6.8,16.9,11,,,,,,,,,,,,,
156,2016-04-24,17.3,10.9,444,24.9,1606,,,,,,,7.8,270,1701,5,270,1708,1.9,1667,-.1,14,1641,32.3,6.2,1006.4,1017.1,2148,1012.3,1559,1014.9,13.4,10.1,1300,3.36,26.27,,,,,,3,0,19.6,5.5,,,,,,,,,,,,,
156,2016-04-25,18.6,11.2,548,27.4,1517,,,,,,,7.2,320,1736,4.3,230,1925,1.2,1076,5.9,21,1605,46.5,9.3,1008.6,1018.5,907,1014.9,1626,1017.1,13.4,11.4,1200,3.39,26.14,,,,,,2.4,0,21.7,6.9,,,,,,,,,,,,,
156,2016-04-26,18.7,11.6,503,27.2,1316,5.73,1.5,2032,4.9,2019,11.3,8.7,180,1450,4.9,200,1457,1.5,1264,11.6,21,1310,67.1,14,1005.9,1017.8,1,1012.3,1518,1014.4,13.5,7.6,1200,2.99,19.98,,,,,,6.8,3.1,21.2,6.6,,,,,,,,,,,,,
156,2016-04-27,13.1,11.9,614,16.1,11,23.53,1.4,1011,7.1,948,43.6,10.1,50,1115,6.5,50,613,3.3,2866,12.7,96,115,98,14.7,998,1012.5,1,1004.4,1549,1006.6,13.5,0,1300,.66,3.76,,,,,,10,6.5,14.4,11.6,,,,,,,,,,,,,
156,2016-04-28,14.5,11.5,2355,20.5,1557,10.52,.6,220,2.4,334,9,5.1,320,1815,2.5,250,1515,1.1,967,11,52,1833,81.4,13.2,999.7,1011.3,2400,1005.1,1,1008.2,13.5,3,1200,2.23,14.82,,,,,,8.6,3.8,16.3,8.4,,,,,,,,,,,,,
156,2016-04-29,15.5,10.1,250,23,1522,,,,,,,8.4,250,1701,4.4,270,1710,1.7,1480,7.2,22,1730,63.1,10.4,1004.8,1014.7,2127,1011.3,1,1013.3,13.6,11.9,1200,3.48,27.24,,,,,,1.8,1.8,18,6.6,,,,,,,,,,,,,
156,2016-04-30,17,9.8,605,25.2,1457,,,,,,,10.4,250,1841,6,230,1845,2.2,1878,7,29,1039,55.5,10.1,1005.5,1015.6,811,1011.8,1644,1014,13.6,11.7,1200,3.39,27.12,,,,,,1.1,0,20.4,5.8,,,,,,,,,,,,,
156,2016-05-01,19.3,11.3,551,27.4,1439,,,,,,,9.9,250,1520,6.2,250,1501,1.9,1641,7.4,18,1058,48.5,10.4,1006.6,1016.7,2337,1013.5,1441,1015,13.6,12,1200,3.47,27.62,,,,,,.8,0,22.4,6.4,,,,,,,,,,,,,
156,2016-05-02,19.2,14.7,454,25.2,1155,10.12,1.8,2151,5.6,2106,18.2,12.9,180,1528,6.9,200,2026,3.1,2664,15.1,56,1156,78.6,17.4,1004.1,1016.6,1,1006.1,2359,1012.5,13.7,5.6,1100,3.29,15.18,,,,,,6.8,3.9,20.2,9.8,,,,,,,,,,,,,
156,2016-05-03,15.5,12.8,2328,19.7,718,11.27,1.4,333,6.6,327,18.6,16.8,270,1252,8.9,270,1253,5.3,4559,12.9,66,1743,85.6,15.5,992.5,1007.6,2236,994.1,736,1000.9,13.7,.8,1300,1.65,6.28,,,,,,8,5.9,16,9,,,,,,,,,,,,,
156,2016-05-04,16.6,10.9,503,22.6,1453,,,,,,,11.2,270,1254,5.6,250,1250,2.8,2378,9.3,33,1654,65.1,11.7,1000.9,1015.3,2355,1006.3,456,1009.4,13.7,12.6,1200,3.51,28.36,,,,,,0,0,18.3,6.4,,,,,,,,,,,,,
156,2016-05-05,18.5,10.4,537,26.9,1250,1.1,0,,0,,0,10.2,180,1855,5.9,180,1441,2.1,1821,10.4,25,1219,64.1,12.9,1005.9,1017.5,744,1011.9,2245,1014.4,13.7,8.6,1200,3.37,22.91,,,,,,6.5,2.4,20.6,6.8,,,,,,,,,,,,,
156,2016-05-06,19.9,14.9,2353,25.2,1300,.52,0,,0,,0,12,180,27,6.3,180,10,2.5,2121,16.5,63,1302,81.5,18.9,999.6,1012.8,6,1005,1703,1007.9,13.8,3.6,1200,2.83,17.85,,,,,,8.9,6.9,23.2,12.6,,,,,,,,,,,,,
156,2016-05-07,17.3,11.5,524,23.3,1558,,,,,,,9.8,50,1201,4.6,20,1207,2,1694,3,12,1701,43.4,7.9,1006.5,1017.9,2349,1010.9,1,1015,13.8,9.6,1100,3.09,23.15,,,,,,5.4,1,20.6,8.1,,,,,,,,,,,,,
156,2016-05-08,18.9,10.9,516,25.4,1239,.37,0,,0,,0,9.5,200,1303,5.3,200,1250,1.7,1470,5.6,25,1152,43.9,9.1,1007.2,1018,31,1014,1831,1015.7,13.8,7,1100,2.89,20.56,,,,,,7.4,2,21.6,5.8,,,,,,,,,,,,,
156,2016-05-09,17.1,15.6,2237,19.4,1242,8.55,0,,0,,0,5.6,270,1357,3.3,250,1400,1.1,908,11.2,36,46,70.6,13.6,1002.6,1014.1,1,1009.1,2350,1011.1,13.9,0,1200,1.05,6.53,,,,,,10,5.1,19.2,14,,,,,,,,,,,,,
156,2016-05-10,14.6,13.7,2340,16.1,14,22.12,1,914,3.6,438,24.4,5.1,50,817,2.6,20,647,1,893,14.3,97,1,98.8,16.3,996.5,1009.1,6,1002.3,1527,1005,13.9,0,1200,.67,4.23,,,,,,10,6.3,16.2,13.7,,,,,,,,,,,,,
156,2016-05-11,17.1,13,638,24,1607,.12,0,,0,,0,6.5,270,1819,3.2,250,1757,1.2,1028,12.6,46,1550,77.1,14.6,1001.5,1013.9,2231,1006.1,37,1010,13.9,9.4,1200,3.12,24.03,,,,,,4.8,4.1,19.9,11.9,,,,,,,,,,,,,
156,2016-05-12,19,12.6,558,26.2,1603,,,,,,,9.3,230,1826,5.5,230,1829,2.2,1901,13,35,1626,72.3,15.1,1005.7,1016.6,2354,1011.4,1645,1014.1,13.9,12.9,1200,3.62,29.76,,,,,,.3,.1,23.3,9.2,,,,,,,,,,,,,
156,2016-05-13,18.3,14.5,422,23.3,1606,,,,,,,8.3,180,2133,4.8,180,2123,1.7,1437,12.6,36,1520,71.6,14.6,1011.4,1023.3,2356,1016.4,103,1019.9,14,6,1400,3.16,20.37,,,,,,5.5,2.4,22.3,11.4,,,,,,,,,,,,,
156,2016-05-14,20.1,14,602,26.4,1355,,,,,,,8.2,160,1726,4.7,200,1406,2.1,1822,11.6,38,1356,60.8,13.7,1012.7,1023.8,112,1018.6,1645,1021.1,14,11.8,1200,3.56,28.13,,,,,,3.8,0,25.6,11.1,,,,,,,,,,,,,
156,2016-05-15,19.3,12.9,2353,25,1519,5.68,1.9,2041,6.1,1956,12.4,13.2,230,2049,7,230,2041,3.4,2959,15.9,62,1,81.6,18.3,1003.2,1018.9,3,1005.7,1956,1011.6,14,5.1,900,2.43,15.88,,,,,,7.4,4.1,23.5,11.2,,,,,,,,,,,,,
156,2016-05-16,15.6,10,518,21.9,1433,6.43,.6,127,2.3,59,5.3,8.7,360,225,4.4,20,234,1.7,1504,6.5,19,1548,60.6,9.9,1003.9,1015.1,2356,1009.5,10,1012.4,14,10.8,1200,3.59,28.03,,,,,,4.3,2.1,19.3,9.1,,,,,,,,,,,,,
156,2016-05-17,19.2,10.5,515,27.9,1637,,,,,,,4.7,250,1035,2.6,50,1639,1,835,9,24,1520,57.5,11.6,1007.7,1018.1,2333,1014,1635,1016.2,14.1,13.1,1200,3.63,30.16,,,,,,0,0,23.1,7.5,,,,,,,,,,,,,
156,2016-05-18,22.6,13.6,554,31.1,1421,,,,,,,6.5,200,1455,3.9,230,1707,1.2,1032,11.7,21,1423,55.8,13.8,1009.1,1018.8,820,1015.7,1718,1017.5,14.1,12.8,1200,3.55,28.93,,,,,,1.5,.1,25.7,9.8,,,,,,,,,,,,,
156,2016-05-19,22.1,16.5,538,29.3,1637,,,,,,,5.7,180,1658,3.9,200,1726,1.1,921,11.8,19,1721,56.5,14.1,1009,1019,912,1015.1,1643,1017.4,14.1,7.7,1000,2.53,20.69,,,,,,4.9,.4,23.7,12.3,,,,,,,,,,,,,
156,2016-05-20,22.9,14.8,536,30,1556,,,,,,,7.8,50,1311,3.8,70,1418,1.1,977,11.3,22,1512,51.9,13.5,1008.7,1018.6,26,1014.8,1617,1017.1,14.1,12.5,1200,3.64,29.15,,,,,,3.6,0,27.5,10.9,,,,,,,,,,,,,
156,2016-05-21,23.7,17,457,30.5,1519,,,,,,,7.8,200,1728,5.5,230,1735,1.5,1270,8.6,19,1513,41.6,11.3,1008.9,1019.5,800,1014.7,1519,1017.2,14.2,11.6,1100,3.59,29.25,,,,,,6.1,0,28.9,12.2,,,,,,,,,,,,,
156,2016-05-22,23.5,16.9,530,30.3,1424,,,,,,,7.1,160,1638,4.1,180,1456,1.7,1507,10.1,25,1703,44.9,12.4,1007.4,1017.6,1,1013.4,1720,1015.7,14.2,11.9,1200,3.51,28.79,,,,,,3.4,1,29.2,12.5,,,,,,,,,,,,,
156,2016-05-23,23.2,16.9,505,29.5,1440,,,,,,,9.7,200,1946,5.8,230,1418,2.3,2000,11.9,29,1446,52,14.1,1004.7,1016.3,57,1010.4,1623,1013,14.2,12.2,1100,3.51,27.78,,,,,,5.5,1,29.4,11.9,,,,,,,,,,,,,
156,2016-05-24,18.8,16.1,2356,21.4,25,8.75,1.7,642,6.7,642,23.6,9,250,658,5,270,659,1.8,1519,16.7,64,1656,88.3,19.1,999.9,1010.8,1,1006.7,1608,1008.3,14.2,1.8,1600,1.77,8.08,,,,,,9,5.1,20.7,14.1,,,,,,,,,,,,,
156,2016-05-25,20.4,13.9,555,26.9,1508,,,,,,,4.8,360,1318,2.5,250,1252,1,839,14.6,38,1504,73.5,16.7,1002.2,1012,755,1008.3,1820,1010.6,14.3,11.9,1200,3.25,27.28,,,,,,2.5,.3,23.2,11.5,,,,,,,,,,,,,
156,2016-05-26,21.9,16.9,419,28.4,1410,,,,,,,6.9,270,1406,2.8,270,1412,1,874,15.3,39,1335,68.9,17.4,1002,1011.9,7,1008.5,1713,1010.3,14.3,6.7,1300,3.24,22.92,,,,,,6.4,3.3,25.5,14,,,,,,,,,,,,,
156,2016-05-27,23.3,19.1,415,29.6,1251,4.35,0,,0,,0,7.4,180,1610,4.6,200,1613,1.9,1684,15.5,38,1301,63.5,17.7,1002.9,1012.9,640,1009.2,1508,1011.1,14.3,6,1200,3.41,19.91,,,,,,8,5.1,25.9,17.2,,,,,,,,,,,,,
156,2016-05-28,21.5,17.4,355,26.9,1654,8.5,.2,259,.4,302,.4,4.8,180,38,2.9,230,40,1,822,14,37,1441,65.1,16.1,1000.3,1011.2,832,1005.9,1725,1008.6,14.3,6.2,1300,3.05,17.93,,,,,,6.1,4.5,25.1,16.4,,,,,,,,,,,,,
156,2016-05-29,20.7,17.3,838,26.7,1603,2.43,1.4,604,1.6,520,1.6,7.5,320,1744,3,340,1721,1,851,14.5,46,1606,69.4,16.6,997,1006.8,1,1002.8,1601,1005.3,14.3,5.8,1300,3.19,19.2,,,,,,6,5.4,24.1,13.4,,,,,,,,,,,,,
156,2016-05-30,22.3,15.3,523,29.9,1401,,,,,,,5.7,250,1451,2.9,250,1456,1,855,14.1,39,1402,61.9,16.1,999.3,1008.8,2236,1005.9,104,1007.6,14.3,12.3,1200,3.59,29.61,,,,,,.9,0,27.7,11.2,,,,,,,,,,,,,
156,2016-05-31,22.1,16.7,541,28.6,1329,,,,,,,5.5,270,1222,2.4,320,1352,1,845,13.1,33,1214,60.8,15.3,999.8,1009.8,825,1006.5,1659,1008.1,14.4,8.5,1200,3.39,23.05,,,,,,6.5,3.4,26,12.9,,,,,,,,,,,,,
156,2016-06-01,22.5,18.4,531,28.8,1336,,,,,,,6.4,270,2026,3.8,270,2027,1.6,1375,15.5,35,1314,66.6,17.7,998.6,1009.6,2320,1004.8,1627,1006.9,14.4,5.7,1300,3.28,21.13,,,,,,6.9,4.1,28.4,15.3,,,,,,,,,,,,,
156,2016-06-02,22,18.2,457,28.4,1405,,,,,,,8,230,1821,4.7,230,1822,1.7,1458,15.6,33,1453,70.8,17.9,1002.5,1013.2,2234,1009.2,1605,1010.8,14.4,7.4,1000,2.82,22.08,,,,,,4.4,2.9,26.4,14.7,,,,,,,,,,,,,
156,2016-06-03,22.7,16.6,541,28.6,1350,,,,,,,9.1,230,1446,5.2,200,1453,1.6,1397,14.4,36,1355,61.8,16.4,1002.7,1013.1,1,1009.4,1736,1011,14.4,7,1000,2.91,20.48,,,,,,4.3,3.4,26.4,12.2,,,,,,,,,,,,,
156,2016-06-04,18.4,15.3,1404,22.2,938,10.2,2,1210,5.8,1155,17.7,9.7,50,1254,5.7,50,1315,2,1714,15.9,57,1,86.8,18.1,1000.4,1010.4,1,1007.5,1841,1008.9,14.4,.1,1600,.61,5.11,,,,,,7.9,5.1,20,13.2,,,,,,,,,,,,,
156,2016-06-05,21,14.7,436,26.2,1143,,,,,,,6,50,1052,3.6,50,1058,1.3,1114,16,49,1145,75.5,18.2,1002,1013,2252,1008.8,332,1010.4,14.4,7,1100,3.23,19.03,,,,,,5,4.8,22,11.7,,,,,,,,,,,,,
156,2016-06-06,20.1,18.9,2119,22.4,1356,8.63,.3,2120,.3,2030,.4,5.6,50,801,3.2,50,1249,1.2,1076,17.7,71,1357,86.6,20.2,1004.2,1014.1,946,1011.3,1624,1012.6,14.4,0,1100,1,7.56,,,,,,10,5.8,21.6,17.8,,,,,,,,,,,,,
156,2016-06-07,21.4,18.7,546,25.2,1328,5.35,1.2,549,3.5,515,3.7,4.6,320,1418,2.2,270,1731,.8,709,18.7,64,1807,85.5,21.5,1002.4,1012.4,1,1008.8,1812,1010.7,14.5,1.4,1100,2.46,12.38,,,,,,9,6.9,21.8,17.7,,,,,,,,,,,,,
156,2016-06-08,22.5,19.4,335,26.4,1651,,,,,,,4.6,320,1917,2.4,20,1647,.8,670,17.7,58,1153,75.8,20.3,1001.5,1010.9,2347,1008.3,1731,1009.8,14.5,1.9,1100,2.1,15.25,,,,,,8.6,4.9,25.9,17.9,,,,,,,,,,,,,
156,2016-06-09,23.4,19.3,343,29.6,1514,.22,0,,0,,0,7.8,200,1804,4.9,200,1912,1.4,1241,18.6,47,1521,75.9,21.4,1002.6,1012.8,2320,1008.7,1631,1010.9,14.5,5.5,1300,3.09,19.82,,,,,,6.4,3.8,29.7,16.9,,,,,,,,,,,,,
156,2016-06-10,23.7,19,459,29.7,1551,,,,,,,6.6,200,1051,4.4,200,1729,1.8,1590,18.8,51,1621,75.6,21.7,1003.8,1014,824,1010.4,1633,1012.1,14.5,6.5,1300,3.42,23.26,,,,,,4.3,3.6,31.9,15.8,,,,,,,,,,,,,
156,2016-06-11,24.3,20,430,29.5,1343,,,,,,,8.7,200,1731,5.4,200,1731,2.2,1908,20.5,62,1344,80.3,24.2,1002.4,1012.4,306,1008.9,1634,1010.6,14.5,4.7,1100,2.72,17.5,,,,,,7.3,6.1,26.9,18,,,,,,,,,,,,,
156,2016-06-12,24.1,22.4,2359,26.5,1635,1.25,0,,0,,0,4.4,320,1920,2.3,20,1424,.8,684,21.9,74,1642,88.1,26.3,997.5,1009.6,1,1003.2,1745,1005.7,14.5,.1,1500,.92,8.27,,,,,,9.5,4.8,25.8,19.9,,,,,,,,,,,,,
156,2016-06-13,24.1,20.6,517,30.4,1552,,,,,,,6.5,250,1808,4.1,270,1818,1.4,1220,19.6,46,1547,78.5,22.8,994.1,1003.8,19,999.8,1713,1002.3,14.5,8.9,1300,3.45,25.37,,,,,,6.6,5,31.8,20.1,,,,,,,,,,,,,
156,2016-06-14,23.6,19.1,409,29.9,1402,,,,,,,9.4,180,1840,5.2,180,1844,2.1,1854,18,43,1615,73.9,20.8,995.4,1005,2328,1002.2,1439,1003.6,14.5,7.5,1300,3.3,23.32,,,,,,3.8,3.1,31.6,16.1,,,,,,,,,,,,,
156,2016-06-15,22.3,20.6,506,25.3,1222,7.1,.7,1653,1.1,1626,2,10.5,180,1325,6.5,200,1407,2.6,2225,19.2,66,1226,84,22.4,993.8,1005,750,999.8,1858,1002,14.5,.4,1200,1.71,9.67,,,,,,9.6,5.6,24.1,17.8,,,,,,,,,,,,,
156,2016-06-16,21.8,19,2354,24.6,1603,4.15,.1,,.2,,.3,7.5,340,1353,3,340,1400,1.5,1292,18.6,60,1606,83.4,21.5,993.3,1005.7,2357,999.1,315,1001.5,14.5,2.3,1500,2.04,16.79,,,,,,6.9,5,26.1,15.5,,,,,,,,,,,,,
156,2016-06-17,23.6,17.7,523,30.4,1619,,,,,,,5.1,250,1211,3,200,2349,1.3,1105,17,42,1746,69.6,19.4,1000.9,1012.2,2321,1005.6,1,1009.2,14.5,11.3,1200,3.4,27.79,,,,,,2.1,1.4,30.5,13.8,,,,,,,,,,,,,
