Flow,Temp,pH,DO,BOD,COD,SS,EC,TN,TP,TOC
33.665,14.6,7.8,9.5,4.2,7.3,18.4,528,5.811,0.305,5.1
9.486,20.9,8.1,8.5,4,8.8,20,776,6.263,0.291,6.2
7.884,25,8.3,9.3,4.1,10.1,26.5,775,5.501,0.266,7.6
43.067,26.2,7.9,8,2.9,7.9,24.9,519,5.258,0.198,5.7
48.439,28.3,8.2,8.6,3.4,8.3,15.1,509,5.211,0.213,5.8
63.16,22.9,7.6,7.8,1.3,5.4,6.7,379,4.843,0.136,4.4
17.89,18.2,8.1,10.3,2.7,6.8,10,699,7.037,0.088,5
24.602,11,8,12,1.8,6.5,6.5,783,7.091,0.079,5
21.259,5.2,8,13.8,1.1,6.1,3.9,825,8.173,0.064,4.5
8.459,3.8,7.7,13.7,1.8,7,4.4,819,8.932,0.092,5.4
21.467,6,7.6,13.5,2,6.7,5.1,677,8.246,0.079,4.5
56.086,12.2,7.7,12.1,4.7,9.1,16.4,581,6.921,0.123,5.4
34.886,15,7.9,11.3,4.8,8.3,9.5,671,6.92,0.131,5.9
29.972,22.7,8.7,12.4,6.5,11.1,14.8,698,5.715,0.146,6.7
20.935,26.1,8.8,11.7,5.4,10.7,17.2,669,5.146,0.147,7.2
57.223,28.2,8.6,9.1,4.3,8.7,12.7,494,5.57,0.142,5.8
27.546,30.9,8.1,8.4,3.1,8.3,8.1,524,5.325,0.178,5.5
25.02,26.4,8.2,9.6,3.2,7.9,8.9,631,5.961,0.143,5.6
28.46,19.9,8,10.2,2.3,7.1,8.1,760,7.539,0.111,5
14.001,12.3,8.2,12.7,4.2,8.4,8.8,809,8.691,0.102,6.3
14.467,7.9,8.1,14.2,3.8,8.4,9.6,969,9.812,0.103,6.4
26.388,6.1,7.7,14.2,2,7.3,4.5,1069,10.019,0.079,5.5
25.125,8.8,7.8,13.6,3.1,8.5,7.2,1008,9.724,0.089,6.1
40.268,13.7,7.9,13,3.8,9.5,8.9,903,8.132,0.097,6.6
47.328,17.1,8.3,11.8,4,9,9.1,691,6.351,0.098,6.1
49.23,22.6,8.6,11.3,5,9.3,13.3,705,6.366,0.117,5.9
44.553,25.1,8.6,11.3,4.7,10.9,14.8,706,5.767,0.122,6.3
52.128,28.5,8.5,12.2,5.2,10.7,13.1,716,5.318,0.122,7.2
259.368,23.9,7,7.2,3.1,10.4,59.9,315,4.964,0.244,5.4
46.37,25.8,8.6,13.1,5.3,10.5,13.2,630,6.269,0.102,6.4
49.898,19.3,7.9,9.5,2.1,7.3,8.5,682,6.154,0.105,4.8
50.64,13.8,7.6,11.1,3.6,7.7,5.5,642,6.66,0.12,5.1
45.243,6.9,7.9,13.3,1.5,6.3,2.8,686,6.741,0.065,4.4
17.37,5.9,7.8,14.2,2.3,7.1,4.6,674,7.202,0.069,4.8
21.063,7.2,7.8,13.2,2.5,7.6,4.6,742,7.422,0.075,5.4
18.613,11.1,8.1,12.8,3.9,9.2,9.1,699,6.26,0.086,6.1
41.91,16.7,8,10.3,5.2,9.3,10.1,565,5.17,0.111,5.8
23.938,23.1,8.5,11.9,5.2,10,11.8,743,5.139,0.128,7.3
19.795,27.1,9.2,13.9,6.1,12.7,19.3,746,4.38,0.204,9.8
46.113,26.9,8.8,13.2,5.7,10.4,20.3,613,5.022,0.098,7.9
32.228,28.4,8.6,11.3,5.8,9.8,16.7,701,5.225,0.14,7.6
19.62,25.7,8.5,11,4.4,8.6,9.2,643,5.317,0.099,6.1
11.57,21.3,9,14.4,6.1,9.9,12.8,895,6.183,0.085,7.8
19.65,15.8,8.3,11,3.2,7.8,7.5,765,6.028,0.062,5.7
16.95,10.3,7.8,12.1,1.6,6.5,3.4,863,7.141,0.043,4.4
11.553,6.2,7.7,14.8,3.2,8,6.8,998,8.29,0.055,5.8
14.278,7,7.9,14,3.5,8.3,7.3,814,7.465,0.055,6
32.915,13.6,8.2,12,4.7,8.7,13.3,671,6.103,0.074,7
35.733,18.2,7.9,10.4,4.2,8.5,8.9,544,4.542,0.064,6.3
36.438,21.1,8.3,10.1,4.8,9.3,12.7,580,4.131,0.075,7.1
22.595,26.3,8.9,11.6,6,11,12.5,707,4.152,0.123,8.9
50.525,27.4,8.2,8,4.2,8.7,10.6,516,5.198,0.119,6.5
35.408,31,8.5,8.9,5.1,10.7,18.1,647,5.118,0.152,8.5
64.838,24,7.6,8.1,2.1,7.3,6.2,429,5.822,0.121,5.6
83.863,20,7.6,8.7,2.9,7.3,16.1,453,5.253,0.11,4.8
13.895,14.1,8,11.2,1.8,6.6,4,684,6.273,0.043,4.9
16.445,8.3,7.8,13,2.2,7.5,4.3,747,6.193,0.036,5.5
20.312,2.7,7.7,13.6,1.5,4.6,3.8,290,4.333,0.083,2.9
18.001,4.2,8,14.2,2.2,4.4,4.4,293,4.237,0.06,3.3
38.396,9.2,7.9,11.8,2.5,4.8,5.8,253,3.771,0.065,3
138.305,16.1,7.3,10.3,2,4.2,16.6,165,2.787,0.068,2.6
52.533,22.5,8,9.7,3.2,5.4,11.3,166,2.257,0.056,3.4
22.106,25.3,8.3,9.1,5,8.3,17.2,213,1.925,0.092,4.8
153.982,27.4,7.9,8.9,3.3,7.6,19.1,185,2.045,0.098,4.6
234.264,28.2,7.9,8.2,3.1,6.1,27.5,129,1.662,0.11,3.4
207.603,23,7.4,10.1,1.2,5.4,67,99,1.864,0.122,2.9
49.19,19.6,7.7,9.6,1.9,4.4,22.5,119,2.197,0.056,2.6
41.537,10.9,7.7,10.5,1.5,3.9,9.8,189,2.738,0.041,2.4
50.31,4.6,7.7,12.1,1.6,3.6,15.4,200,3.151,0.035,2.1
20.629,3.3,7.6,12.3,2.1,4.1,16.7,265,4.337,0.054,2.3
76.892,5.4,7.7,11.8,2.2,4.2,13.2,181,3.3,0.053,2
68.285,11.5,7.8,11.1,2.9,5,19,229,3.282,0.07,2.2
37.02,14.3,8.1,11.5,2.6,4.4,11,188,2.877,0.048,2.4
100.402,22.1,8,8.9,3.6,6.2,22.7,183,2.211,0.073,3.3
64.134,25,7.9,7.8,2.3,5.3,14.8,146,1.868,0.057,2.8
148.371,28,8,6.9,2.8,6.3,24.9,125,1.636,0.093,3.8
96.776,30.8,8.3,8.3,2.9,6.4,10.2,142,1.448,0.07,3.6
42.948,27.5,8.8,10.6,2.6,5.8,9.4,157,1.294,0.055,3.6
69.021,20.2,8.1,10,1.8,5.2,12,145,1.384,0.048,3.1
21.64,12.3,8,11.8,1.2,4.5,7.1,207,2.145,0.037,2.5
22.91,5.6,8.2,13.5,1.2,4.3,5.2,231,2.893,0.035,2.5
24.21,4.1,8.1,15,1.3,4.5,11.7,225,3.025,0.036,2.5
22.27,6.6,7.9,13.5,1.8,4.5,8.2,232,2.844,0.043,2.8
13.873,12.3,8.1,12.4,3.1,5.8,10.5,255,3.465,0.058,3.8
24.978,18.1,8.3,11.6,2.8,5.4,8.3,243,2.797,0.051,3.5
73.513,22.1,8.1,10.8,3.6,6.4,21.1,171,2.056,0.066,3.7
32.53,25.7,8.3,10.6,3.9,6.9,14,186,1.603,0.068,3.7
70.348,27.4,8.1,10.1,2.8,7,18,192,1.462,0.088,3.9
393.508,24.3,7.4,7.7,1.7,5.7,24.4,107,1.883,0.097,3
59,25.9,8.3,10.6,3.4,6.3,14.3,138,1.802,0.061,3.4
69.59,18.7,8.2,10.5,2.4,5.4,13.7,144,1.673,0.058,2.9
60.855,12.8,7.8,11.1,2.6,5.7,16.3,208,2.757,0.079,3.2
50.443,6.8,7.7,13.1,1.5,3.9,5.8,198,2.538,0.034,2.2
30.49,4.6,7.8,14.5,1.8,3.9,2.8,260,3.646,0.03,2.4
25.325,5.9,7.8,14.1,2,4.1,3.9,260,3.633,0.035,2.5
40.905,10.7,7.6,11.7,1.7,4.1,5.7,200,2.865,0.039,2.2
102.84,15.5,7.6,10.4,1.8,4.6,13.4,147,2.062,0.049,2.1
100.283,20.6,8.1,10.8,2.3,5.3,14.6,123,1.53,0.055,2.9
15.19,25.6,8.9,10.7,4.4,7.4,12.6,171,1.33,0.093,4.9
160.21,25.1,7.9,8.8,2.9,7.5,42.1,135,1.557,0.082,5.3
47.423,28.8,8.2,10,3.6,7,14,148,1.314,0.076,4.1
44.978,25,8.1,8.8,1.7,5.8,9.3,164,1.212,0.045,3.1
28.473,20.1,8.6,10.2,2,5.7,8.2,174,1.156,0.033,3.4
26.65,15.1,8.1,10.6,2,5.5,5.5,251,2.082,0.033,3.2
48.14,9.3,7.8,11.9,1.3,4.7,5.4,195,1.842,0.023,2.7
35.985,4.6,7.9,13.7,1.7,4.6,3,245,2.948,0.022,2.4
37.955,6.2,7.7,13.4,1.8,5.4,7.6,242,3.401,0.036,3
121.258,12,7.6,11.1,2.1,5,15.3,161,2.542,0.036,2.9
132.188,16.5,7.5,9.7,2.2,4.9,13.3,135,1.8,0.03,2.8
114.715,20.9,8,9.5,2,5.1,13.7,102,1.296,0.027,2.9
32.805,26.5,8.1,9.1,3.3,6.8,13.2,161,1.565,0.052,4.9
148.34,29,8.4,9.6,3,8.1,19.2,126,1.341,0.051,5.4
33.085,33.2,8.8,10.2,3.3,8.5,14,191,1.19,0.075,6.3
181.48,24.1,8,8.6,2.2,6.9,14.9,157,2.493,0.065,4.7
97.91,19.9,7.5,9.1,1.9,6.3,15.5,123,1.828,0.045,3.9
44.475,14.1,7.9,10.9,1.4,5.1,11,147,1.803,0.02,3.3
41.439,6.1,7.8,13.2,1.6,4.4,4.3,256,3.49,0.019,2.7
4.43,1.5,7.4,14.2,0.5,1.7,7.6,301,4.76,0.055,1.1
5.912,2.3,7.6,13.6,0.6,2.1,8.6,317,4.714,0.051,1.2
7.725,6.4,7.7,14.1,0.8,3,11.8,292,4.63,0.056,1.6
30.04,14.7,7.5,10.5,1,4.2,43.1,220,4.488,0.086,2.1
8.826,21.7,7.7,10.7,1.3,3.4,15.6,250,3.977,0.071,2.4
4.039,25,8.1,9.8,1,2.8,3.8,278,2.794,0.049,2.1
112.542,25.4,7.6,8,1.6,6.3,95.9,197,3.666,0.176,3.1
67.18,26.8,7.8,8.2,1.4,4.7,33,171,3.226,0.151,3
59.47,23.3,7.4,8.6,0.7,3.3,19.1,161,3.565,0.105,2.2
12.042,17.9,7.7,10.8,0.7,2.7,2.4,225,3.902,0.057,1.7
15.202,8.4,7.5,11.8,0.9,3.2,22.4,245,3.975,0.077,2
12.08,1.1,7.3,14,0.3,2.7,13.9,271,4.423,0.055,1.2
14.654,0.7,6.9,13.7,1.5,3.5,13.9,270,4.669,0.079,1.8
17.203,3.4,7.2,13.9,0.6,3.2,14.8,233,4.871,0.084,1.6
14.157,9.7,7.4,12.9,1,3,15.6,234,4.408,0.06,1.5
14.794,11,7.8,11.7,0.8,2.6,7,221,4.013,0.057,1.4
29.09,20.4,7.9,9.8,3,7.8,79.3,208,3.935,0.156,3.3
23.902,24.5,7.8,8.4,0.8,3.4,13.5,197,3.462,0.083,1.8
44.796,26.8,7.2,7.8,0.7,3.5,30.7,172,3.237,0.111,2.1
27.617,29.8,7.9,8.2,0.8,3.5,25.3,186,2.774,0.109,1.8
19.199,25.1,7.9,8.1,0.7,3,18,207,2.971,0.103,1.9
12.943,17.9,7.8,10,0.4,2.3,6.5,222,3.82,0.081,1.2
10.079,9.4,8,12.1,1,3.3,16.7,247,3.848,0.071,1.8
7.373,3.8,7.7,13.7,0.3,2.1,5.1,261,4.204,0.049,1.2
4.877,0.9,7.6,14.9,0.4,2,5.5,267,4.658,0.051,1
4.516,3.9,7.6,13.9,0.6,2.3,3.4,272,4.692,0.042,1.2
4.741,10.9,7.8,12.7,0.5,2.4,4.9,289,4.649,0.037,1.2
6.38,17.4,7.6,11.4,0.6,2.5,4.9,271,4.115,0.037,1.4
5.607,23.4,8.2,11.5,1.9,4,6.2,288,2.979,0.038,2.2
11.988,25.2,8.1,9.8,1.4,4.6,21.3,264,2.284,0.059,3
4.741,30.8,8.8,11,1.7,3.7,4.3,279,1.426,0.041,1.9
29.63,24.9,7.7,8.3,1.1,4.3,11.4,211,2.36,0.089,2.4
7.968,24,7.4,8.7,0.4,2.5,3.7,239,3.415,0.067,1.7
10.008,16.6,8,9.7,0.6,2.5,5,230,3.634,0.066,1.4
21.166,10.6,7.9,10.8,1,3.3,10,222,4.083,0.075,1.8
5.215,3.7,8.3,13.5,0.6,2.4,5.2,266,4.383,0.048,1.4
7.185,3,7.6,13.6,0.8,2.4,4.3,269,4.999,0.043,1.3
7.889,3.4,7.6,14.3,1.3,2.9,9.1,294,4.834,0.043,1.6
7.019,9.4,7.6,12.6,0.7,2.7,5.3,274,4.596,0.035,1.2
9.552,14.1,7.6,11.1,1,3.3,10.4,244,3.776,0.039,1.4
4.789,22,8.3,11.1,1,3.4,4.6,263,3.241,0.024,1.9
5.09,26.3,8.5,10,1.6,4.3,15.8,265,2.537,0.031,2.8
10.029,25.3,7.9,8.4,1,3.2,9.4,246,2.267,0.042,1.8
6.058,27.9,7.8,9,1.8,3.5,5.1,252,1.869,0.039,1.6
4.93,25.6,8.4,9.9,0.9,2.9,3.8,277,1.69,0.029,1
4.496,18.1,8.3,10.2,1.2,2.9,4.1,295,2.104,0.022,1.2
5.838,13,7.9,11.1,0.7,3.2,7.3,334,2.487,0.019,1.5
5.346,6.7,7.7,13.5,0.4,2.8,4.8,345,2.996,0.023,1.2
3.816,2.6,7.6,15.5,1.1,2.7,2.7,352,3.235,0.023,1.2
4.509,2.4,7.8,15.4,0.9,3.4,12.1,338,3.681,0.029,1.8
8.701,10.2,7.9,12.4,1.1,3.3,14.8,322,3.621,0.028,1.8
22.3,15.7,8.3,11,1.1,4,7.6,274,2.973,0.023,2.3
10.037,21.9,7.8,9.1,1.2,3.6,5.5,275,3.088,0.023,1.9
2.98,26.8,8.3,8.5,1.1,3.9,5.9,319,1.927,0.015,2.2
206.99,25.1,7.4,7.7,1.6,7.2,98.6,209,4.258,0.194,5.6
9.823,30.8,8.1,7.9,0.7,3.6,3.8,264,2.759,0.047,2.4
14.854,23.7,7.6,8.2,0.4,3.8,11,261,2.488,0.059,2.4
10.548,19,8.2,9.3,0.4,2.7,3.4,275,2.826,0.044,1.4
6.006,11.8,8.2,11.6,0.4,2.6,2.3,317,3.085,0.029,1.4
6.287,7.2,8.1,12.8,0.5,2.9,2.8,346,3.511,0.024,1.6
0.353,3.9,7.7,13.9,0.6,2.7,2.4,331,4.555,0.012,1.8
0.268,4.4,7.5,14.4,0.7,2.8,2.4,350,4.075,0.014,1.8
0.447,6.8,7.7,12.7,1.2,3.5,7.6,324,2.849,0.025,2.2
2.775,15.8,7.9,11.6,1.3,4.3,7.9,297,3.551,0.023,3.1
0.459,21.6,7.9,10.3,2.4,4.7,12.5,293,2.258,0.043,3
0.138,25.5,8,9.9,2.3,4.9,9.6,316,1.256,0.041,3.6
8.383,25.4,7.7,7.9,1.5,6.2,10,262,4.691,0.058,4.6
7.195,27.4,7.8,8.1,1.5,5.4,10.4,251,3.725,0.09,4.3
5.753,23.6,7.5,8.5,0.9,4.7,7.5,236,4.324,0.055,3.7
0.712,17.2,7.7,9.8,1.1,3.5,5.8,303,4.629,0.025,3.1
0.434,10.3,7.6,12.5,0.8,2.8,2.7,335,4.069,0.013,2.4
0.305,4.9,7.8,14.3,0.5,2.6,1,359,4.445,0.009,1.5
0.422,2.2,7.6,14.4,0.7,3.6,4.4,370,5.354,0.017,1.9
2.109,4,7.5,13.6,1,4.2,6.3,293,4.776,0.028,2.6
5.05,10.7,7.6,12.4,1.6,4.8,9.9,290,4.151,0.028,2.9
5.978,13.9,8.1,12.8,1.6,5.1,11.5,235,3.747,0.036,3.5
1.418,22.2,7.8,9.8,1.7,5.6,17.1,285,2.603,0.048,3.2
3.449,25.7,7.7,9.2,1.7,5.9,25.5,280,3.492,0.071,3.5
5.414,27.3,7.8,8.9,1.6,5.9,7.2,271,4.212,0.061,4
1.411,29.8,7.9,9.3,1.9,5.3,8.5,292,1.932,0.063,3.5
0.649,24.5,7.6,9.2,1.8,4.6,6.1,310,1.722,0.039,2.8
1.623,18.3,7.7,10.5,0.9,3.9,3.7,301,3.474,0.025,2.5
0.577,9.9,7.8,13.2,0.6,3.1,2.2,326,3.372,0.019,2
0.497,6.2,7.8,14.6,0.8,3.7,2.1,349,4.022,0.016,2.2
0.187,4.8,7.5,13.2,0.7,3.2,0.7,377,4.542,0.02,1.8
0.147,7.6,7.9,13.7,1.1,3.4,1.9,389,4.2,0.026,2
0.624,11.6,7.9,12.2,1.1,4.3,3,376,3.671,0.028,2.7
2.42,17.1,8.2,11.2,1.1,5.1,5,306,4.521,0.027,3.2
0.378,23,8.2,9.5,1.8,4.9,7.1,310,1.576,0.029,2.7
0.328,25.6,8.3,10.1,2.2,5.6,13.9,341,1.205,0.04,3.5
0.223,28.2,7.9,9.9,1.6,5.2,5,361,0.783,0.038,3.4
45.071,22.9,7.5,8.6,1.5,10.7,7.9,236,5.818,0.078,7.1
1.661,23.9,8,8.8,1.6,4.9,2.5,364,5.264,0.022,3.3
4.542,17.2,7.9,10.1,1.3,5,11.2,297,3.603,0.043,3.5
1.942,10.6,8,11.7,1.4,3.8,1.7,314,4.242,0.015,2.6
2.923,3.8,8.1,12.9,0.9,3.6,0.7,269,4.432,0.011,2.6
0.53,4.3,7.8,14.4,0.7,3.1,3.3,364,5.403,0.016,2.2
0.511,4.6,7.8,13.6,0.9,3,1.1,367,5.089,0.016,2
1.282,8.5,7.8,12,0.7,3.3,1.1,311,3.851,0.018,2.2
1.912,14.2,7.8,10,0.9,3.8,1.5,270,2.341,0.016,2.3
0.514,21.2,7.6,8.2,1.6,4.8,4.8,297,1.179,0.023,2.9
0.169,24.7,7.7,8.9,1.9,4.2,3.8,339,0.628,0.02,2.9
1.765,25.9,7.8,9.1,1.2,5.1,5.9,339,2.108,0.02,3.5
2.291,24.6,7.7,8.4,1.7,7.4,8.3,307,1.937,0.044,4.7
0.833,24.1,7.9,9.3,1,4.7,3.5,358,1.243,0.019,2.4
0.369,19.4,7.8,11.2,1.7,3.7,2.6,373,0.743,0.015,2.1
0.903,13.5,7.6,11.1,1.2,4.1,3.5,412,1.87,0.012,2.4
0.869,7.1,7.7,13.4,0.7,3.4,1.3,417,3.354,0.009,2
0.257,2.9,7.7,15.4,0.9,3.7,3,434,3.461,0.01,2.1
0.453,4.8,8,13.7,1.1,4.5,2.8,435,3.768,0.016,2.5
3.837,10.5,7.8,11.6,1.4,6,9,340,5.586,0.029,4.2
3.233,15.8,8.3,10.6,1.5,5.6,10.3,319,4.52,0.019,3.9
1.03,19.7,7.8,8.1,1.6,5.5,10.4,344,3.274,0.021,3.6
0.151,25.1,7.8,7.6,1.3,4.8,6.1,382,1.289,0.017,3.1
5.976,24.5,7.7,8.3,1.4,6.8,9.2,337,6.586,0.054,5
0.118,29.4,8,8,1.2,3.6,2.2,381,1.492,0.019,2.4
7.251,22.2,7.7,8.7,0.7,6.9,3.6,322,5.518,0.036,5.5
4.586,18.6,7.7,9.2,0.5,5.2,2.5,318,4.288,0.024,3.7
0.673,12.8,8,11.9,0.5,3.5,0.9,371,3.977,0.009,2.4
0.484,5.9,7.9,14,0.8,3.6,0.6,395,3.912,0.007,2.4
2.76,3.6,7.7,13.9,0.7,2.4,3.8,308,3.284,0.073,1.5
1.969,3.5,7.5,14.8,1.8,3.5,7,314,3.314,0.061,2.4
4.517,8.8,8.4,13.9,3,4.7,9.3,256,2.99,0.052,2.3
22.73,17.5,7.2,9.8,1.4,3.5,9.4,167,3.448,0.04,2.3
11.334,22,7.8,10.6,2,3.9,9.2,157,2.229,0.037,2.2
7.024,25.2,7.9,9.9,2.7,5,11.2,189,1.656,0.058,3.2
33.737,25.8,7.6,8.5,1.8,4.3,9.1,160,2.287,0.052,2.9
27.656,28,7.7,8.7,2.5,5.7,14.3,177,2.455,0.115,3.2
66.402,23.6,7.5,10.1,1.1,3.8,11.4,132,2.6,0.054,2
10.028,19.2,7.7,10.1,1.6,3.3,6.8,170,2.523,0.028,2
8.37,12,7.8,10.5,0.8,2.9,6.6,178,2.367,0.032,1.7
5.846,6.6,7.7,12.1,1.1,3,5.6,260,2.934,0.032,1.4
6.747,3.6,7.6,13.5,1.1,2.8,5.2,236,2.934,0.034,1.4
11.852,6.5,7.7,11.9,1.2,3.5,6.8,189,3.2,0.033,1.8
24.637,11.8,7.4,12.5,1.4,4.1,13.4,183,3.123,0.044,2
14.074,16,7.8,11.3,2.3,4,10.5,170,2.984,0.048,2.1
6.788,23.1,8.1,9.3,2.6,4.9,11.5,155,2.063,0.049,2.4
8.407,25.6,8,8,2.4,4.8,9.6,163,2.332,0.051,2.8
77.029,27.1,8,7,2.5,5.1,11.2,157,2.679,0.058,2.9
22.951,29.6,8.5,9.3,3.2,6.2,8.6,166,1.999,0.066,3.6
7.099,26.4,8.6,10.3,2.3,4.4,5.8,187,1.809,0.043,2.7
6.869,20,8.1,10.5,1.1,3.9,4,188,2.412,0.036,2.3
5.544,12.2,8.3,12.4,1.4,3.9,6.3,245,2.286,0.035,2.2
4.524,7.3,7.9,12.3,1.2,3.4,2.5,269,2.627,0.044,1.9
2.396,4.2,8.1,13.7,1.1,3.6,7.4,340,2.641,0.053,2
2.188,7,8.1,15.7,3.4,5.8,9.9,367,3.091,0.068,3.4
5.146,11.3,7.9,12.8,2.6,5.8,9.6,260,3.41,0.053,3
10.075,17.3,8,11.4,2,4.5,4.7,184,3.035,0.036,2.5
9.659,22.2,7.6,9.6,2.7,4.7,9.1,187,2.069,0.039,2.5
2.751,24.4,7.7,9.5,3.2,5.7,8.6,238,1.562,0.05,3.3
6.17,26.9,7.7,9.3,2.2,5,6.4,196,1.557,0.041,3.2
140.68,21.7,7.2,7.9,1,4.1,8.6,102,2.356,0.051,2.2
11.704,24.1,7.8,9.7,2.3,4.5,5,168,2.522,0.038,2.5
8.486,18.9,7.9,10.1,1.8,4.1,5.9,184,2.041,0.038,2.3
6.501,12.8,7.6,10.8,1.1,3.5,3.4,209,2.293,0.031,1.8
9.453,6.6,7.7,13.3,1.4,3.4,4.6,231,2.661,0.036,2
3.69,5.1,7.6,15.2,1.8,3.6,3.6,289,2.779,0.045,2.1
3.864,4.5,7.9,14.3,2.3,4.2,4.8,294,2.596,0.049,2.2
5.463,9.3,8.1,13.4,3,5.2,11.1,236,2.693,0.055,2.7
17.902,16.7,7.7,10.1,1.8,4.6,8.7,149,2.182,0.049,2
10.727,22.8,8.3,9.8,2.7,5.5,10.4,160,1.719,0.058,3.1
6.615,25.2,8.6,10,4.3,7.4,12.7,205,1.386,0.088,4.9
29.341,24.3,7.6,9,2.2,5.4,8.9,170,2.531,0.046,3.3
10.54,27,8,8.4,2.8,6.1,8.6,189,1.152,0.048,3
12.441,24.7,8.2,8.8,2.1,5.2,6.1,182,1.831,0.033,2.5
3.948,19.9,8.3,10,1.7,4.8,4.6,214,1.661,0.022,2.5
8.786,15.2,7.8,9.8,1.4,4.2,5,236,1.957,0.024,2.3
4.432,8.8,7.6,11.8,0.8,3.3,2.9,258,2.621,0.02,1.6
2.645,3.4,7.8,14,0.8,3.4,3.1,308,2.725,0.024,1.6
12.68,6.5,7.9,12.9,1.6,4.9,6.9,262,3.375,0.04,2.5
34.912,12.9,7.9,11.8,2.5,5.3,15.8,174,4.106,0.039,3.1
33.164,17.3,8.1,10.7,2.1,4.8,9,157,2.753,0.03,2.7
10.755,20.2,8.3,9.6,2.7,5.6,13.3,166,2.172,0.031,3.2
5.003,26.7,8.6,11.2,3.7,7.4,12.5,195,1.7,0.05,4.9
79.441,26.5,7.7,8.5,3.2,6.2,16.7,170,2.492,0.047,4.2
3.885,31.5,7.7,7.8,2.4,7.2,10.2,200,1.956,0.063,3.8
46.123,22.4,7.3,8.3,0.8,4.4,7.3,150,3.669,0.047,2.8
103.044,20,7.4,8.6,0.8,4.3,13.5,134,2.557,0.045,2.5
7.073,13.7,7.6,11,0.8,3.4,2.2,192,2.555,0.023,2
4.595,7,7.7,13.4,0.9,3.3,3.2,274,2.685,0.022,2.1
3.144,2.9,7.5,14.2,0.6,4.8,1.7,189,1.753,0.009,3.4
6.315,3.5,7.3,13.9,0.6,4.9,1.9,184,1.553,0.007,3.7
7.823,7.9,7.5,11.7,0.9,4.6,2.5,183,2.001,0.012,3.4
18.447,13.7,7.6,11.1,1.2,4.4,5.3,166,2.35,0.017,3.3
13.318,18.5,7.4,10,1,4.4,4,184,1.904,0.018,3.3
5.647,22.3,7.6,9.2,1.4,4.3,4.9,186,1.692,0.022,3.5
25.447,23.7,7.5,8.1,1.5,5.7,9.3,167,2.719,0.035,4.3
40.377,25.8,7.6,8,2,6.4,10.5,166,2.469,0.056,4.9
43.215,21.9,7.7,8.2,1.3,6.4,13.3,148,2.353,0.045,4.8
16.534,18.9,7.8,8.8,1.3,7.3,12,149,1.918,0.044,5.4
10.636,11.6,7.8,10.4,0.7,6,7.4,160,1.791,0.026,4.8
5.402,3.9,7.7,13.2,0.8,5.2,7.6,180,2.117,0.022,3.7
3.267,3,7.7,13.6,0.7,4.9,1.9,173,1.954,0.014,3.7
3.878,4.4,7.7,14.6,0.9,4.7,3.3,183,2.473,0.012,3.2
6.664,10.2,8,12.5,1.8,5.3,7.4,177,2.194,0.02,3.5
11.21,12.3,7.8,11.7,1.2,4.7,8.4,153,2.552,0.024,3.2
16.28,18.7,7.8,10,1.3,5.2,6.4,175,1.815,0.025,3.6
46.667,20,7.4,9.4,1.1,5.6,11.1,181,1.922,0.027,3.6
22.688,24.1,7.2,8.3,1.5,5.8,9.7,172,2.197,0.033,4.1
4.505,29.8,7.6,7.8,1.7,5.8,5,187,1.819,0.03,4
2.603,26.2,7.8,8.4,1.4,4.8,3.5,196,1.351,0.027,3.3
2.672,18.2,7.9,10.3,1.3,4.3,5.6,200,3.379,0.025,2.9
1.028,9.8,7.9,12.4,1.5,4.2,4.9,219,2.876,0.028,2.6
0.535,4.1,7.9,13.8,0.9,4.3,3.3,222,3.009,0.027,2.8
0.176,4.2,7.9,14.1,1.7,4.9,4.4,230,3.367,0.031,3.1
0.518,4.8,8.3,13.9,2,5.1,3.9,230,2.712,0.032,3
2.841,9.9,7.9,12.4,1.1,4.7,5.4,198,3.696,0.024,3
6.213,16.1,7.9,10.4,1.1,4.6,5.5,177,3.7,0.022,3.1
10.555,19.8,8.1,9.7,1.4,5,5.9,187,2.061,0.017,3.2
7.37,23.6,7.9,8.7,1.3,4.8,5.2,187,1.714,0.018,3
1.128,27.7,8.1,8.6,1.7,4.8,6.5,210,1.392,0.023,3
35.584,23.1,7.3,8.3,1,5.2,5,186,2.817,0.026,3.7
15.157,22.7,7.8,8.2,1.4,7.4,4.4,170,2.332,0.033,5.5
13.534,17.7,7.9,9.5,1.7,6.4,4.9,161,2.027,0.027,4.6
21.304,12.2,7.7,10.1,1.4,6.1,4.5,162,1.772,0.021,4
19.83,6.9,7.5,12.1,1,5.8,3.4,164,2.193,0.017,4.1
15.547,4.6,7.7,13.2,1.3,5.7,2.6,182,1.866,0.018,4.1
13.82,4.8,7.8,13.4,1.3,5.6,3.8,189,1.891,0.018,4.1
5.925,8.7,8.1,13.2,1.3,5.7,4.4,180,2.088,0.019,3.8
5.534,14.2,7.7,10.7,1.2,5,7.3,159,1.944,0.021,3
10.231,19.2,7.7,9.4,1.4,6.3,4.6,185,1.557,0.022,4.1
6.502,24.1,7.6,9.1,1.6,5.9,8.4,192,1.473,0.028,4.1
2.047,26.6,7.8,8.5,1.5,5,4.6,203,1.273,0.016,3.6
1.716,27.8,7.9,8.2,2.4,6.6,9.1,206,1.295,0.049,4.4
1.36,24.5,8.2,8.7,1.4,5.2,4,225,1.896,0.017,3.1
0.204,18.9,8.6,11.1,3.1,6.2,8.5,237,1.104,0.034,4.2
